"tipo","partido","radio10","sup_ha","pobl_tot","dens_ha","ind_hac","ind_gr","ind_matv","ind_dom","dim_viv","cat_viv","wkt"
"URBANO","Almirante Brown",60283310,18.91,830,43.89,0.96,0.95,0.99,0.94,0.97,"MUY ALTO","MULTIPOLYGON (((5647911.5 6141977.0,5647969.5 6141877.0,5648027 6141774,5648089.0 6141673.5,5648013 6141629,5647939.5 6141585.5,5647860.5 6141542.5,5647780 6141496,5647678.5 6141436.0,5647577 6141379,5647534.5 6141354.5,5647528 6141445,5647540.5 6141446.0,5647546.5 6141446.5,5647542.5 6141494.0,5647526.5 6141695.0,5647522.5 6141744.0,5647522.0 6141751.5,5647602.5 6141798.5,5647690.5 6141849.5,5647704.5 6141857.5,5647761.5 6141890.5,5647806.5 6141916.5,5647833.5 6141932.5,5647911.5 6141977.0)))"
"URBANO","Almirante Brown",60283412,24.63,1163,47.22,0.93,0.8,0.94,0.93,0.92,"MUY ALTO","MULTIPOLYGON (((5647554 6141138,5647564.5 6141002.5,5647573.5 6140903.5,5647578.5 6140833.5,5647584.5 6140820.0,5647566 6140809,5647551 6140800,5647540.5 6140793.5,5647533.5 6140789.5,5647492.5 6140766.5,5647506.5 6140605.5,5647515.5 6140489.0,5647525.5 6140376.0,5647534.5 6140262.0,5647395.5 6140251.0,5647243.5 6140257.5,5647248 6140370,5647248.5 6140393.5,5647252 6140485,5647253.5 6140526.5,5647255.5 6140601.0,5647255.5 6140632.5,5647257 6140716,5647260.0 6140805.5,5647260.5 6140821.5,5647262.5 6140891.0,5647264.5 6140978.5,5647265.0 6140982.5,5647266.0 6141031.5,5647268.0 6141114.5,5647269.5 6141147.0,5647367.5 6141144.5,5647442.5 6141141.5,5647511.5 6141139.5,5647538.0 6141138.5,5647554 6141138)))"
"URBANO","Almirante Brown",60283613,63.86,1128,17.66,0.34,0,0.12,0.71,0.24,"MUY BAJO","MULTIPOLYGON (((5645970 6138743,5645305.5 6138363.0,5645191.0 6138560.5,5645146.88520002 6138636.3379,5645102.0 6138713.5,5645051.09430002 6138802.9993,5645220.21510002 6138899.4675,5645379.73800002 6138990.4609,5645434.44490002 6139021.6663,5645380.82590002 6139117.518,5645401.09410002 6139128.3196,5645491.5 6139176.5,5645658.5 6139276.0,5645745 6139327,5645825.5 6139377.5,5645906.5 6139425.5,5645991 6139473,5646049.5 6139372.5,5646095.5 6139289.5,5646140.5 6139209.5,5646184.5 6139128.0,5646100 6139079,5646218.5 6138887.5,5646136.5 6138841.0,5646126.5 6138834.5,5646050.5 6138790.5,5645970 6138743)))"
"URBANO","Almirante Brown",60282406,24.83,1071,43.13,0.93,0.93,0.96,0.91,0.94,"MUY ALTO","MULTIPOLYGON (((5647099.5 6146663.0,5647119.5 6146675.0,5647223.5 6146738.0,5647258.5 6146759.0,5647284.5 6146774.0,5647311.5 6146791.0,5647382.5 6146833.0,5647410.5 6146851.0,5647405.5 6146747.0,5647402.5 6146702.0,5647394.5 6146554.0,5647392.5 6146521.0,5647386.5 6146428.0,5647376.5 6146259.5,5647365 6146103,5647362.5 6146051.5,5647362.5 6146001.0,5647361 6145881,5647364.5 6145841.5,5647376.5 6145750.5,5647388.5 6145660.5,5647242.5 6145651.5,5647242.0 6145667.5,5647232.5 6145799.5,5647216.5 6146014.5,5647147.0 6145973.5,5647136.5 6146121.5,5647121 6146337,5647119 6146359,5647105.0 6146568.5,5647099.5 6146663.0)))"
"URBANO","Almirante Brown",60282702,32,943,29.47,0.92,0.86,0.96,0.86,0.92,"MUY ALTO","MULTIPOLYGON (((5645476.0 6146919.5,5645466.0 6146913.5,5645449.5 6146945.0,5645405 6147009,5645398.5 6147018.0,5645387.0 6147024.5,5645362.5 6147032.0,5645332.0 6147042.5,5645313 6147052,5645301.5 6147063.0,5645293.5 6147076.5,5645283 6147098,5645254.5 6147161.5,5645200.5 6147274.5,5645165.0 6147338.5,5645132.5 6147386.0,5645114.5 6147406.0,5645193.13070002 6147453.5551,5645198.0 6147456.5,5645282.5 6147508.0,5645367.5 6147558.0,5645369.32340002 6147559.0315,5645455.0 6147607.5,5645540.30030002 6147656.3799,5645544.0 6147658.5,5645642.5 6147715.5,5645696.5 6147624.0,5645721.5 6147584.0,5645752.0 6147531.5,5645782 6147479,5645814.0 6147422.5,5645847 6147366,5645887.5 6147297.5,5645909.0 6147261.5,5645808.0 6147202.5,5645722.0 6147151.5,5645635.0 6147100.5,5645549.0 6147050.5,5645438.0 6146985.5,5645476.0 6146919.5)))"
"URBANO","Almirante Brown",60282704,22.24,953,42.85,0.94,0.89,0.94,0.88,0.92,"MUY ALTO","MULTIPOLYGON (((5646214.0 6147440.5,5646274.5 6147339.0,5646293.5 6147308.5,5646329.0 6147247.5,5646357.5 6147199.0,5646364.5 6147188.5,5646433 6147074,5646451.0 6147048.5,5646345.0 6146986.5,5646247.5 6146927.5,5646144.0 6146866.5,5646057 6147013,5646024.0 6147069.5,5646006.5 6147098.5,5645902.0 6147039.5,5645815.0 6146989.5,5645728.0 6146938.5,5645712.0 6146965.5,5645674.0 6147033.5,5645635.0 6147100.5,5645722.0 6147151.5,5645808.0 6147202.5,5645909.0 6147261.5,5646039.0 6147338.5,5646122.0 6147386.5,5646214.0 6147440.5)))"
"URBANO","Almirante Brown",60282901,13.33,1269,95.2,0.82,0.52,0.85,0.86,0.8,"ALTO","MULTIPOLYGON (((5645446.5 6146537.0,5645533.0 6146592.5,5645556 6146552,5645573 6146522,5645614.5 6146449.5,5645660 6146375,5645699 6146308,5645703.0 6146301.5,5645707.5 6146293.5,5645716 6146280,5645745.5 6146229.5,5645768.5 6146189.5,5645793.5 6146146.5,5645837.5 6146071.5,5645868.5 6146017.5,5645862.5 6146013.5,5645899.5 6145948.5,5645934.5 6145888.5,5645968.5 6145829.5,5645902.5 6145790.0,5645837.5 6145752.0,5645768.5 6145871.0,5645699.5 6145989.0,5645630.5 6146108.0,5645569.0 6146213.5,5645561.0 6146227.5,5645477.0 6146371.5,5645465.5 6146364.0,5645455.0 6146357.5,5645473.5 6146441.5,5645476.5 6146455.0,5645476.5 6146465.0,5645474.5 6146476.5,5645470.5 6146489.0,5645460.5 6146506.0,5645446.5 6146537.0)))"
"URBANO","Almirante Brown",60282708,24.15,1520,62.94,0.88,0.7,0.88,0.88,0.85,"ALTO","MULTIPOLYGON (((5646041.5 6146402.5,5646090.0 6146320.5,5646129.5 6146254.0,5646164.5 6146195.5,5646241.5 6146063.5,5646277.5 6146001.5,5646313.5 6145940.5,5646339.5 6145896.5,5646391.5 6145806.5,5646303.5 6145754.5,5646212.5 6145702.5,5646137.5 6145658.5,5646088.5 6145630.0,5646050.5 6145694.0,5646010.5 6145763.0,5645968.5 6145829.5,5645934.5 6145888.5,5645899.5 6145948.5,5645862.5 6146013.5,5645868.5 6146017.5,5645837.5 6146071.5,5645793.5 6146146.5,5645768.5 6146189.5,5645745.5 6146229.5,5645818.5 6146272.5,5645894.5 6146316.5,5645967.5 6146359.5,5646041.5 6146402.5)))"
"URBANO","Almirante Brown",60282408,19.9,943,47.39,0.97,0.97,0.97,0.91,0.96,"MUY ALTO","MULTIPOLYGON (((5646879.5 6146307.0,5646907.5 6146250.5,5647000.5 6146297.5,5647009.5 6146301.5,5647062.5 6146329.5,5647097.5 6146347.5,5647109.0 6146353.5,5647119 6146359,5647121 6146337,5647136.5 6146121.5,5647147.0 6145973.5,5647136.5 6145968.0,5647131 6145965,5647092.5 6145946.0,5647099.5 6145831.5,5647107.5 6145717.5,5646989.5 6145708.5,5646875.5 6145700.5,5646760.5 6145692.5,5646671.5 6145686.0,5646689.5 6145733.0,5646716.0 6145804.5,5646736.5 6145862.5,5646759.5 6145923.0,5646786.0 6145997.5,5646804.5 6146041.0,5646838 6146126,5646865.0 6146199.5,5646872.5 6146221.5,5646877.5 6146239.0,5646880 6146251,5646881.5 6146266.0,5646882.5 6146282.5,5646879.5 6146307.0)))"
"URBANO","Almirante Brown",60282808,10.63,878,82.6,0.79,0.61,0.87,0.89,0.82,"ALTO","MULTIPOLYGON (((5644284 6146278,5644339.0 6146181.5,5644406 6146065,5644489 6145923,5644414 6145880,5644403 6145873,5644333 6145832,5644260 6145789,5644254.0 6145799.5,5644239.5 6145787.0,5644181.0 6145846.5,5644128.0 6145900.5,5644126.5 6145902.0,5644064.0 6145965.5,5644027.5 6146001.5,5644109.5 6146047.0,5644184.5 6146089.0,5644255 6146130,5644197 6146229,5644284 6146278)))"
"URBANO","Almirante Brown",60282913,17.76,948,53.38,0.91,0.66,0.87,0.82,0.84,"ALTO","MULTIPOLYGON (((5645877.5 6145045.0,5645956.5 6144909.0,5645997.5 6144839.0,5646037.5 6144771.0,5646075.5 6144705.0,5646115.5 6144636.0,5646197 6144496,5645954.0 6144542.5,5645761.5 6144578.0,5645662 6144599,5645578.5 6144616.0,5645544.5 6144662.0,5645667 6144731,5645688.0 6144742.5,5645684.5 6144750.0,5645667 6144783,5645643.5 6144820.0,5645604.5 6144886.0,5645659.5 6144919.5,5645739.5 6144965.0,5645877.5 6145045.0)))"
"URBANO","Almirante Brown",60283402,23.52,1350,57.4,0.85,0.62,0.85,0.89,0.82,"ALTO","MULTIPOLYGON (((5646522.5 6142952.5,5646538.5 6142924.5,5646565.5 6142878.5,5646601.0 6142818.5,5646604.5 6142813.0,5646645.5 6142740.5,5646665.5 6142706.5,5646565.5 6142648.5,5646483.5 6142600.5,5646394.5 6142548.5,5646291.5 6142488.5,5646219.5 6142446.5,5646199.5 6142435.0,5646149.5 6142406.5,5646063.5 6142356.5,5645995.5 6142316.5,5645921.5 6142277.0,5645928.0 6142264.5,5645828.5 6142207.5,5645864.5 6142380.5,5645869.5 6142402.5,5645921.0 6142610.5,5645936.5 6142582.5,5646043.5 6142644.5,5646031.5 6142666.5,5646149.5 6142734.5,5646252.5 6142795.5,5646355.5 6142854.5,5646434.5 6142900.5,5646522.5 6142952.5)))"
"URBANO","Almirante Brown",60283605,51.76,1595,30.82,0.8,0.45,0.78,0.87,0.75,"MEDIO","MULTIPOLYGON (((5647201.0 6139395.5,5647198.5 6139333.0,5647194.0 6139215.5,5647192.5 6139179.5,5647185.5 6139050.5,5647185.5 6139042.0,5647185 6139016,5647180.0 6138889.5,5647175.0 6138797.5,5647067 6138734,5646998.5 6138694.5,5646858.5 6138613.0,5646755 6138540,5646644.5 6138477.5,5646497 6138391,5646454.5 6138461.0,5646377.5 6138585.0,5646322 6138682,5646321.0 6138685.5,5646321.5 6138689.0,5646322.5 6138692.0,5646325 6138695,5646405.5 6138737.0,5646485.0 6138780.5,5646446 6138850,5646377.0 6138978.5,5646467 6139031,5646540.0 6139073.5,5646623.5 6139121.0,5646719.5 6139175.5,5646727 6139212,5646805.0 6139256.5,5646874.5 6139297.5,5646938.5 6139335.0,5647004.0 6139371.5,5647095 6139424,5647177 6139472,5647204.0 6139471.5,5647203.5 6139455.5,5647201.5 6139398.0,5647201.0 6139395.5)))"
"URBANO","Almirante Brown",60283710,37.63,1298,34.49,0.8,0.53,0.76,0.81,0.75,"MEDIO","MULTIPOLYGON (((5647836.5 6136936.5,5647727 6136873,5647678.5 6136845.0,5647546.5 6136766.5,5647318.5 6136634.0,5647099.83870002 6136505.8857,5647091.5 6136501.0,5647074.77490002 6136492.6375,5647071.78790002 6136491.144,5647071.5 6136491.0,5647077.5 6136621.0,5647082 6136744,5647087.5 6136870.0,5647088 6136886,5647176.5 6136884.0,5647280.0 6136940.5,5647395.5 6137002.0,5647470.0 6137044.5,5647556.5 6137134.0,5647476 6137212,5647567 6137307,5647638 6137381,5647729.5 6137475.5,5647732.5 6137475.5,5647731.5 6137507.5,5647728.0 6137589.5,5647721.5 6137697.5,5647720.0 6137719.5,5647797 6137722,5647813.5 6137723.0,5647839.0 6137724.5,5647843.5 6137666.0,5647859.5 6137438.0,5647867.0 6137361.5,5647873 6137287,5647896.74760002 6136972.8394,5647897.0 6136969.5,5647891.95620002 6136968.3791,5647887.28600002 6136967.3413,5647874.5 6136964.5,5647835.5 6136955.5,5647836.5 6136936.5)))"
"URBANO","Almirante Brown",60283205,17.85,672,37.65,0.99,0.92,0.98,0.94,0.97,"MUY ALTO","MULTIPOLYGON (((5647746.5 6142909.5,5647754 6142903,5647760.5 6142895.5,5647767 6142888,5647774 6142877,5647787 6142853,5647847 6142751,5647905.5 6142652.0,5647963 6142549,5648021.5 6142448.0,5647922 6142388,5647819.5 6142330.0,5647733 6142282,5647678 6142384,5647618 6142484,5647560.0 6142584.5,5647500.5 6142687.0,5647466.0 6142749.5,5647549 6142797,5647650.5 6142853.5,5647746.5 6142909.5)))"
"URBANO","Almirante Brown",60283103,15.75,836,53.08,0.93,0.96,0.96,0.93,0.95,"MUY ALTO","MULTIPOLYGON (((5646792.5 6145228.5,5646908.5 6145236.5,5647022.5 6145245.5,5647141.5 6145253.5,5647177.5 6145255.5,5647192.5 6145081.5,5647201.5 6144967.5,5647210.5 6144852.5,5647051 6144842,5646937.5 6144833.0,5646820.5 6144823.0,5646813.5 6144914.0,5646812.5 6144937.0,5646804.5 6145053.5,5646792.5 6145228.5)))"
"URBANO","Almirante Brown",60283206,32.2,783,24.32,0.95,0.82,0.91,0.88,0.9,"MUY ALTO","MULTIPOLYGON (((5648290 6143543,5648296.5 6143531.0,5648330.5 6143468.5,5648416.0 6143320.5,5648478.5 6143218.5,5648523.5 6143140.5,5648421.5 6143082.0,5648353.5 6143043.0,5648256.5 6142984.5,5648158 6142926,5648053 6142868,5648110 6142768,5648168.0 6142667.5,5648225.5 6142565.5,5648124.0 6142506.5,5648021.5 6142448.0,5647963 6142549,5647905.5 6142652.0,5647847 6142751,5647787 6142853,5647774 6142877,5647767 6142888,5647760.5 6142895.5,5647754 6142903,5647746.5 6142909.5,5647823.0 6142954.5,5647855.5 6142972.0,5647960.5 6143029.0,5648061.5 6143088.5,5648139.5 6143134.0,5648002.0 6143387.5,5648290 6143543)))"
"URBANO","Almirante Brown",60283301,97.18,2120,21.82,0.56,0.18,0.54,0.76,0.53,"BAJO","MULTIPOLYGON (((5648954.5 6142445.0,5648989.5 6142389.5,5649015 6142344,5649035 6142314,5649082.5 6142239.5,5649104.5 6142204.5,5649167.0 6142107.5,5649208.5 6142042.5,5649248.5 6141980.5,5649328.5 6141848.5,5649413 6141717,5649551.5 6141487.0,5649574.0 6141452.5,5649619.5 6141383.0,5649704 6141245,5649789.5 6141112.0,5649686 6141048,5649590 6140989,5649497 6140931,5649493.5 6140929.0,5649401.5 6140872.0,5649303.0 6140811.5,5649234 6140923,5649217.5 6140949.0,5649167.5 6141027.0,5649159.5 6141040.0,5649077 6141172,5648964.0 6141353.5,5648809 6141262,5648729.5 6141394.0,5648729.0 6141395.5,5648648 6141531,5648570 6141658,5648499 6141779,5648533.5 6141801.5,5648630 6141864,5648727 6141932,5648675.0 6142013.5,5648616.5 6142115.0,5648561.5 6142214.5,5648665.5 6142273.5,5648764.5 6142333.0,5648868.5 6142393.0,5648954.5 6142445.0)))"
"URBANO","Almirante Brown",60283801,35.12,2091,59.54,0.66,0.21,0.64,0.85,0.61,"BAJO","MULTIPOLYGON (((5647664.5 6139860.0,5647667.5 6139821.0,5647765.5 6139877.0,5647873.5 6139939.0,5647977.5 6139999.0,5648081.5 6140058.5,5648179.5 6140117.0,5648231.0 6140026.5,5648244.5 6140002.0,5648279.5 6139939.0,5648308.5 6139890.0,5648334.5 6139849.5,5648375.0 6139776.5,5648276.5 6139718.0,5648172.5 6139659.0,5648066.5 6139598.0,5647958.5 6139536.0,5647854.5 6139479.5,5647750.5 6139421.0,5647704 6139394,5647714.5 6139249.0,5647715.5 6139240.0,5647783 6139219,5647784 6139163,5647797.5 6138995.5,5647807.5 6138875.0,5647822.5 6138685.5,5647737.0 6138676.5,5647566 6140809,5647584.5 6140820.0,5647600.5 6140680.0,5647601.5 6140670.0,5647610.5 6140543.0,5647623.5 6140385.0,5647635 6140251,5647645.5 6140108.5,5647647 6140091,5647657.5 6139962.5,5647664.5 6139860.0)))"
"URBANO","Almirante Brown",60283912,24,1569,65.38,0.67,0.38,0.66,0.84,0.65,"MEDIO","MULTIPOLYGON (((5649743.5 6139058.5,5649825.5 6138916.5,5649755.5 6138875.5,5649684.5 6138834.5,5649613.5 6138793.5,5649542.5 6138752.5,5649472.5 6138711.5,5649400.5 6138670.0,5649329.5 6138629.0,5649257.5 6138587.0,5649187.5 6138547.0,5649112.5 6138503.0,5649068.5 6138580.0,5649030.5 6138646.0,5649105.5 6138689.0,5649064.5 6138760.0,5649136.0 6138799.5,5649207.5 6138841.0,5649196.5 6138860.5,5649167 6138914,5649238.0 6138953.5,5649309.5 6138993.5,5649380.5 6139032.0,5649450.5 6139072.5,5649523.5 6139115.0,5649563.5 6139136.5,5649595.5 6139153.0,5649631.5 6139173.5,5649665 6139194,5649743.5 6139058.5)))"
"URBANO","Almirante Brown",60283704,16.27,1164,71.54,0.85,0.7,0.81,0.87,0.81,"ALTO","MULTIPOLYGON (((5646643.0 6138109.5,5646708.0 6138000.5,5646838 6138078,5646932.5 6138132.0,5646983 6138160,5647146.0 6138152.5,5647139.5 6137998.5,5647138.5 6137982.5,5647132.5 6137848.5,5646969.5 6137856.0,5646834.5 6137776.0,5646719.5 6137710.0,5646655 6137821,5646590.5 6137930.0,5646527.5 6138042.5,5646643.0 6138109.5)))"
"URBANO","Almirante Brown",60283002,9.18,840,91.5,0.83,0.65,0.81,0.76,0.79,"ALTO","MULTIPOLYGON (((5643929 6145942,5643831.0 6145883.5,5643807.5 6145921.0,5643726.0 6145875.5,5643640 6145826,5643590.0 6145909.5,5643542.0 6145992.5,5643626.0 6146041.5,5643697 6146118,5643834.5 6146198.5,5643892.5 6146139.5,5643935.5 6146095.5,5643946.0 6146082.5,5644027.5 6146001.5,5643929 6145942)))"
"URBANO","Almirante Brown",60283005,11.33,969,85.53,0.86,0.7,0.84,0.88,0.83,"ALTO","MULTIPOLYGON (((5643445.0 6146157.5,5643499.0 6146066.5,5643542.0 6145992.5,5643418.0 6145919.5,5643301.0 6145851.5,5643210.0 6145798.5,5643121.0 6145746.5,5643048.0 6145704.5,5643004.0 6145779.5,5642947.0 6145877.5,5643020.0 6145920.5,5643110.0 6145972.5,5643199.0 6146025.5,5643320.0 6146086.5,5643445.0 6146157.5)))"
"URBANO","Almirante Brown",60283408,30.1,948,31.5,1,0.95,0.94,0.92,0.95,"MUY ALTO","MULTIPOLYGON (((5647073.5 6142034.5,5647164.5 6142086.5,5647265.5 6142145.5,5647370 6142206,5647393 6142161,5647400.5 6142166.5,5647407.5 6142170.5,5647417.0 6142172.5,5647425.5 6142174.0,5647436 6142175,5647446.5 6142175.0,5647450.5 6142175.0,5647456.5 6142174.5,5647468 6142172,5647477.5 6142167.5,5647486 6142160,5647488.5 6142156.5,5647491 6142145,5647503.5 6142012.0,5647513.5 6141879.5,5647522.0 6141751.5,5647522.5 6141744.0,5647526.5 6141695.0,5647542.5 6141494.0,5647546.5 6141446.5,5647540.5 6141446.0,5647528 6141445,5647534.5 6141354.5,5647546.0 6141225.5,5647547 6141211,5647554 6141138,5647538.0 6141138.5,5647511.5 6141139.5,5647442.5 6141141.5,5647367.5 6141144.5,5647269.5 6141147.0,5647272.5 6141240.5,5647275.0 6141311.5,5647276.0 6141331.5,5647277.5 6141373.5,5647278.0 6141379.5,5647278.5 6141413.5,5647279 6141440,5647277.5 6141458.0,5647274.5 6141477.0,5647293.5 6141488.0,5647297.0 6141626.5,5647281.0 6141616.5,5647283.5 6141673.5,5647251.5 6141729.5,5647236.5 6141756.5,5647191.5 6141832.5,5647132.5 6141933.5,5647073.5 6142034.5)))"
"URBANO","Almirante Brown",60283802,15.69,1299,82.79,0.74,0.44,0.71,0.87,0.7,"MEDIO","MULTIPOLYGON (((5648375.0 6139776.5,5648383 6139764,5648435 6139677,5648441.5 6139664.0,5648484.5 6139589.5,5648508 6139550,5648406.5 6139493.0,5648301.5 6139433.0,5648195.5 6139372.0,5648086.5 6139310.0,5647981.5 6139250.0,5647918 6139367,5647854.5 6139479.5,5647958.5 6139536.0,5648066.5 6139598.0,5648172.5 6139659.0,5648276.5 6139718.0,5648375.0 6139776.5)))"
"URBANO","Almirante Brown",60283809,39.3,1022,26.01,0.87,0.38,0.79,0.88,0.77,"ALTO","MULTIPOLYGON (((5648811.0 6138157.5,5648932.0 6138109.5,5649051.0 6138059.5,5649170 6138011,5649289.5 6137963.0,5649459.0 6137895.5,5649458.5 6137880.5,5649293.5 6137784.0,5649191.5 6137723.0,5649079.5 6137657.0,5648966.5 6137590.5,5648856.5 6137528.0,5648746 6137462,5648635.5 6137398.5,5648610.5 6137720.0,5648591.5 6137966.0,5648579.5 6138132.0,5648465.5 6138124.0,5648452.5 6138302.5,5648572.0 6138255.5,5648691.5 6138207.0,5648811.0 6138157.5)))"
"URBANO","Almirante Brown",60283707,16.79,897,53.42,0.8,0.59,0.8,0.8,0.77,"ALTO","MULTIPOLYGON (((5647130.0 6137792.5,5647129.0 6137774.5,5647126.5 6137724.5,5647123.5 6137665.5,5647121.5 6137595.5,5647119.5 6137551.5,5647117 6137508,5647112 6137401,5646949 6137405,5646792.5 6137310.5,5646779.5 6137332.5,5646745.0 6137395.5,5646678.5 6137512.0,5646796.5 6137580.5,5646719.5 6137710.0,5646834.5 6137776.0,5646969.5 6137856.0,5647132.5 6137848.5,5647130.0 6137792.5)))"
"URBANO","Almirante Brown",60282409,33.62,935,27.81,0.98,0.92,0.99,0.92,0.97,"MUY ALTO","MULTIPOLYGON (((5647147.0 6145973.5,5647216.5 6146014.5,5647232.5 6145799.5,5647242.0 6145667.5,5647242.5 6145651.5,5647257.5 6145449.5,5647258.5 6145436.5,5647187.5 6145394.5,5647198.5 6145256.5,5647189.5 6145256.0,5647177.5 6145255.5,5647141.5 6145253.5,5647022.5 6145245.5,5646908.5 6145236.5,5646792.5 6145228.5,5646677.5 6145219.5,5646563.5 6145210.0,5646489.5 6145205.5,5646534.5 6145324.5,5646549.5 6145365.0,5646580.5 6145445.0,5646590.0 6145468.5,5646627.0 6145566.5,5646642 6145609,5646671.5 6145686.0,5646760.5 6145692.5,5646875.5 6145700.5,5646989.5 6145708.5,5647107.5 6145717.5,5647099.5 6145831.5,5647092.5 6145946.0,5647131 6145965,5647136.5 6145968.0,5647147.0 6145973.5)))"
"URBANO","Almirante Brown",60283009,19.12,1318,68.93,0.68,0.41,0.65,0.7,0.63,"BAJO","MULTIPOLYGON (((5642494.90560002 6144743.1642,5642489.5 6144740.0,5642429.5 6144845.0,5642388.5 6144916.0,5642345.95120002 6144988.3818,5642345 6144990,5642304 6145062,5642257 6145144,5642228.5 6145193.5,5642230.80510002 6145194.8315,5642309 6145240,5642387 6145286,5642464 6145329,5642540.5 6145377.5,5642569.0 6145327.5,5642620.0 6145243.5,5642664 6145173,5642706 6145100,5642746.5 6145030.0,5642806 6144925,5642726.5 6144878.0,5642651.5 6144834.0,5642571.5 6144788.0,5642494.90560002 6144743.1642)))"
"URBANO","Almirante Brown",60282903,20.86,995,47.7,0.88,0.73,0.87,0.87,0.85,"ALTO","MULTIPOLYGON (((5646428.5 6145051.5,5646421.5 6145030.0,5646393.5 6144939.5,5646391.0 6144934.5,5646364.5 6144853.0,5646339.5 6144775.0,5646330.5 6144741.0,5646302.5 6144633.0,5646301.5 6144630.0,5646279 6144548,5646270.5 6144536.0,5646265 6144529,5646259.0 6144521.5,5646254 6144516,5646244.5 6144506.5,5646232.5 6144501.0,5646222.5 6144498.5,5646215 6144497,5646206.5 6144496.5,5646197 6144496,5646115.5 6144636.0,5646075.5 6144705.0,5646037.5 6144771.0,5645997.5 6144839.0,5645956.5 6144909.0,5645877.5 6145045.0,5646015.5 6145126.0,5646154.5 6145207.0,5646233.5 6145071.0,5646301.5 6145110.0,5646369.5 6145150.0,5646428.5 6145051.5)))"
"URBANO","Almirante Brown",60283007,34.21,1423,41.6,0.73,0.41,0.61,0.79,0.64,"MEDIO","MULTIPOLYGON (((5642679.0 6145388.5,5642618.5 6145356.5,5642569.0 6145327.5,5642540.5 6145377.5,5642464 6145329,5642387 6145286,5642309 6145240,5642230.80510002 6145194.8315,5642228.5 6145193.5,5642152 6145327,5642114 6145393,5642059 6145488,5642028.91890002 6145541.7989,5642007 6145581,5642022.0 6145599.5,5642035.0 6145612.5,5642048.5 6145622.0,5642071 6145636,5642153.0 6145684.5,5642232.0 6145731.5,5642308.0 6145776.5,5642369.29710002 6145812.3812,5642390.0 6145824.5,5642404.0 6145832.5,5642456.07800002 6145862.3425,5642493.0 6145883.5,5642524.72010002 6145901.8272,5642583.0 6145935.5,5642598.0 6145944.5,5642677.0 6145990.5,5642755.0 6146036.5,5642774.09580002 6146047.5962,5642829.0 6146079.5,5642829.66390002 6146078.3451,5642888.5 6145976.0,5642947.0 6145877.5,5642874.0 6145834.5,5642838.0 6145814.5,5642795.0 6145790.5,5642706.0 6145737.5,5642618.0 6145684.5,5642528.0 6145630.5,5642587.0 6145536.5,5642631.5 6145465.0,5642679.0 6145388.5)))"
"URBANO","Almirante Brown",60283201,67,864,12.9,0.93,0.84,0.89,0.89,0.89,"MUY ALTO","MULTIPOLYGON (((5647276.5 6144473.0,5647337 6144481,5647365 6144488,5647562.5 6144545.5,5647590.0 6144554.5,5647637.5 6144570.5,5647645.5 6144574.0,5647652.5 6144578.5,5647659.5 6144583.5,5647666.5 6144588.5,5647672.0 6144594.5,5647677.0 6144600.5,5647682 6144607,5647687 6144613,5647691.5 6144620.5,5647690 6144613,5647689.5 6144605.0,5647690.5 6144597.5,5647693.5 6144590.5,5647697.5 6144584.5,5647702.5 6144579.5,5647709.0 6144575.5,5647716.0 6144573.5,5647725 6144569,5647736.0 6144560.5,5647744.5 6144552.0,5647751.0 6144543.5,5647758.5 6144530.5,5647762.5 6144520.5,5647765.0 6144513.5,5647765 6144508,5647764.5 6144504.0,5647762.5 6144501.5,5647768.0 6144503.5,5647771.0 6144507.5,5647772.0 6144511.5,5647803.0 6144456.5,5647832.5 6144401.5,5647859.5 6144351.0,5647871.0 6144327.5,5647929 6144221,5647966.5 6144148.0,5648034.5 6144017.0,5648078 6143933,5648104.5 6143883.0,5648140.5 6143818.0,5648153 6143798,5647865 6143646,5647538.5 6143472.5,5647566.0 6143424.5,5647539.0 6143409.5,5647472.5 6143373.0,5647381.5 6143321.0,5647371.0 6143314.5,5647359.5 6143468.0,5647352.5 6143548.0,5647348.5 6143546.0,5647337 6143686,5647267.0 6144446.5,5647265.5 6144471.5,5647276.5 6144473.0)))"
